Text,Prediction,Actual
golden koi,Chinese,Chinese
london kebab,Kebab,Kebab
chaseside fried chicken,Chicken,Chicken
tonys fried chicken,Chicken,Chicken
yam yam bubble waffles,Desserts,Desserts
bumper chicken,Chicken,Chicken
feng wah,Chinese,Chinese
dessert master,Desserts,Desserts
martinos sandwich express,Sand/Caf/Bake,Sand/Caf/Bake
crave 4 desserts,Desserts,Desserts
austin fried chicken,Chicken,Chicken
andaz indian restaurant and takeaway,Indian,Indian
marco polo desserts (oak lane),Desserts,Desserts
southern fried peri peri chicken,Chicken,Chicken
smoooch,Desserts,Desserts
wee fatty's ice cream and dessert,Desserts,Desserts
sanchos kebab and pizza house,Fast Food,Fast Food
shake 'n' cake american diner,Desserts,Desserts
ddk dutch doner kebab,Kebab,Kebab
pizza micco,Pizza,Pizza
rhydyfelin kebab and pizza house,Fast Food,Fast Food
somerset southern fried chicken,Chicken,Chicken
yummy chicken,Chicken,Chicken
jaybee's cafe and coffee shop,Sand/Caf/Bake,Sand/Caf/Bake
hui wong,Chinese,Chinese
best taste kebab,Kebab,Kebab
peri peri grilled chicken,Chicken,Chicken
golden chicken,Chicken,Chicken
oregano fried chicken,Chicken,Chicken
gills fry fry,Fish & Chips,Fish & Chips
farm pizza and kebab kingdom,Fast Food,Fast Food
bindi's indian takeaway,Indian,Indian
beijing takeaway,Chinese,Chinese
delight pizza and kebab house,Fast Food,Fast Food
philpotts glasgow,Sand/Caf/Bake,Sand/Caf/Bake
northfleet fried chicken,Chicken,Chicken
chicken choice the home of fried chicken,Chicken,Chicken
lesley's hot wings,Chicken,Chicken
l a fried chicken,Chicken,Chicken
british fried chicken and pizza,Fast Food,Fast Food
tung ying,Chinese,Chinese
sunrise pizza and kebab house,Fast Food,Fast Food
uddin'z curry house,Indian,Indian
cotswold marmaris kebab burger house,Fast Food,Fast Food
peppercorn sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
chicken cottage,Chicken,Chicken
the new scoops,Desserts,Desserts
hai loi tang,Chinese,Chinese
khan's,Indian,Indian
paradise kebab and pizza,Fast Food,Fast Food
philpotts exchange flags,Sand/Caf/Bake,Sand/Caf/Bake
tlc tender lovin' chicken,Chicken,Chicken
peppes chicken,Chicken,Chicken
lahore's deli indian takeaway,Indian,Indian
priya contemporary indian cuisine,Indian,Indian
star kebab pizza house,Fast Food,Fast Food
goody's chicken,Chicken,Chicken
spicy tadka,Indian,Indian
mosborough pizza and kebab house,Fast Food,Fast Food
kingdom kebab,Kebab,Kebab
favorable chicken,Chicken,Chicken
aroma chicken and square pizza,Fast Food,Fast Food
temptations milkshake and ice cream bar,Desserts,Desserts
chunky fried chicken,Chicken,Chicken
olivia's desserts,Desserts,Desserts
roosters piri piri,Chicken,Chicken
my pizza and burger,Fast Food,Fast Food
corsham kebab and pizza house,Fast Food,Fast Food
selekt chicken,Chicken,Chicken
sizzling fried chicken,Chicken,Chicken
kiran indian takeaway,Indian,Indian
cheltenham kebab and pizza house,Fast Food,Fast Food
waffle up,Desserts,Desserts
delish chicken,Chicken,Chicken
jojo's chicken,Chicken,Chicken
munchies pizza and kebab house,Fast Food,Fast Food
express kebab,Kebab,Kebab
olive indian takeaway,Indian,Indian
klassik chicken,Chicken,Chicken
bfc - beetwell fried chicken,Chicken,Chicken
kismet pizza and kebab house,Fast Food,Fast Food
desserts delivered middlesbrough,Desserts,Desserts
dersim kebab and pizza house,Fast Food,Fast Food
istanbul kebab house,Kebab,Kebab
gorleston pizza and kebab house,Fast Food,Fast Food
go go grilled chicken,Chicken,Chicken
the chicken. co,Chicken,Chicken
the gurkha kitchen,Indian,Indian
fanoosh the indian,Indian,Indian
pizza bello,Pizza,Pizza
the spice,Indian,Indian
favourites dessert lounge,Desserts,Desserts
mfc-midlands fried chicken,Chicken,Chicken
chicken choice,Chicken,Chicken
efes pizza and kebab house,Fast Food,Fast Food
diyar kebab,Kebab,Kebab
shang hai house,Chinese,Chinese
mapperley pizza and kebab house,Fast Food,Fast Food
tiffin xpress,Indian,Indian
ming garden,Chinese,Chinese
frankie's chicken and pizza,Fast Food,Fast Food
samrat tandoori,Indian,Indian
the fish and chipper,Fish & Chips,Fish & Chips
asim pizza and kebab house,Fast Food,Fast Food
bedford kebab and pizza house,Fast Food,Fast Food
happy nest,Chinese,Chinese
martham kebab and pizza,Fast Food,Fast Food
kebabs burgers chips,Fast Food,Fast Food
portobello pizza,Pizza,Pizza
flames kebab pizza,Fast Food,Fast Food
hamza fried chicken,Chicken,Chicken
morley's chickenxxunk ribs and burgers,Fast Food,Fast Food
merlie fried chicken,Chicken,Chicken
bru coffee and gelato,Desserts,Desserts
meah indian takeaway and restaurant,Indian,Indian
ice larbert,Desserts,Desserts
the dessert corner,Desserts,Desserts
shoreham kebab and pizza,Fast Food,Fast Food
master spice,Indian,Indian
ken's fried chicken,Chicken,Chicken
wrexham best kebab,Kebab,Kebab
michigan fried chicken,Chicken,Chicken
ollie's kebab and pizza,Fast Food,Fast Food
uraswamy's indian takeaway,Indian,Indian
dream wok,Chinese,Chinese
king pizza and burger,Fast Food,Fast Food
roccos desserts,Desserts,Desserts
shappi tandoori,Indian,Indian
jubo raj indian takeaway,Indian,Indian
city fried chicken,Chicken,Chicken
mfc (my favourite chicken),Chicken,Chicken
southend kebab and pizza house,Fast Food,Fast Food
morley pizza and kebab house,Fast Food,Fast Food
chick'n hut,Chicken,Chicken
grill o chicken,Chicken,Chicken
woodyz pizza co,Pizza,Pizza
currylicious,Indian,Indian
hassock of kebab and pizza,Fast Food,Fast Food
lubna's indian takeaway,Indian,Indian
dixyland chicken and ribs,Chicken,Chicken
top kebab and pizza,Fast Food,Fast Food
ashiana indian takeaway,Indian,Indian
ming wah,Chinese,Chinese
queens chicken and pizza,Fast Food,Fast Food
oak lane fried chicken and pizza,Fast Food,Fast Food
just wings,Chicken,Chicken
chicken shack leeds,Chicken,Chicken
sunderban indian restaurant,Indian,Indian
istanbul pizza and kebab house,Fast Food,Fast Food
best fried chicken,Chicken,Chicken
famous fried chicken,Chicken,Chicken
heavenly desserts - blackburn,Desserts,Desserts
aysan kebab and pizza,Fast Food,Fast Food
tasty kebab,Kebab,Kebab
fried chicken express,Chicken,Chicken
tfc,Chicken,Chicken
punjab junction,Indian,Indian
chicken village and pizza,Fast Food,Fast Food
dominick's pizzaxxunk burger and burritos,Fast Food,Fast Food
havant kebab and pizza,Fast Food,Fast Food
severn pizza and burger bar,Fast Food,Fast Food
wok 'n' fish,Chinese,Chinese
little indian,Indian,Indian
classy pizza and kebab house,Fast Food,Fast Food
boro pizza and kebab house,Fast Food,Fast Food
memsaab,Indian,Indian
popeyes pizzas and burgers,Fast Food,Fast Food
super kebab and pizza house,Fast Food,Fast Food
tasty kebab and pizza house,Fast Food,Fast Food
istanbul kebab and pizza house,Fast Food,Fast Food
the best kebab and pizza,Fast Food,Fast Food
anaz indian takeaway,Indian,Indian
the cinnamon lounge,Indian,Indian
wai ho,Chinese,Chinese
curry supreme,Indian,Indian
abi's pizza and fried chicken,Fast Food,Fast Food
jolpai indian cuisine,Indian,Indian
wayne's plaice,Fish & Chips,Fish & Chips
kempston kebab,Kebab,Kebab
uk pizza and kebab house,Fast Food,Fast Food
anna's chinese takeaway,Chinese,Chinese
coventry kebab and pizza house,Fast Food,Fast Food
best pizza and kebab house,Fast Food,Fast Food
rhodos kebab and pizza,Fast Food,Fast Food
shanghai surprise,Chinese,Chinese
parkstone kebab and pizza house,Fast Food,Fast Food
krunchy bite fried chicken,Chicken,Chicken
nawaab saab,Indian,Indian
mias indian cuisine,Indian,Indian
hfc hastings fried chicken and pizza,Fast Food,Fast Food
uk chicken express,Chicken,Chicken
carters dessert diner,Desserts,Desserts
sandhu's kebab and pizza,Fast Food,Fast Food
star kebab and pizza house,Fast Food,Fast Food
miami fried chicken,Chicken,Chicken
shapla indian takeaway,Indian,Indian
m's spice bangla indian restaurant and takeaway,Indian,Indian
mr pizza and chicken express,Fast Food,Fast Food
tony's pizza and kebab house,Fast Food,Fast Food
usa chicken,Chicken,Chicken
krave desserts,Desserts,Desserts
chicken time,Chicken,Chicken
china flavour,Chinese,Chinese
glamorose cakes,Desserts,Desserts
adams pizza and kebabs,Fast Food,Fast Food
belfords kebab and pizza,Fast Food,Fast Food
southern fried chicken,Chicken,Chicken
sapranos pizza and kebab,Fast Food,Fast Food
reading pizza and piri piri grilled chicken,Fast Food,Fast Food
milano kebab and pizza,Fast Food,Fast Food
mooboo bubble tea,Desserts,Desserts
classic fried chicken,Chicken,Chicken
manhattan pizza and kebab,Fast Food,Fast Food
riahan indian takeaway,Indian,Indian
best turkish kebab grill,Kebab,Kebab
mighty chicken ribs and pizza,Fast Food,Fast Food
banu indian,Indian,Indian
shimla tandoori restaurant,Indian,Indian
pizza hotland and chicken,Fast Food,Fast Food
ramsey kebab and pizza,Fast Food,Fast Food
clay oven indian takeaway,Indian,Indian
stourport kebab and pizza house,Fast Food,Fast Food
golden chopstick.,Chinese,Chinese
pink spice,Indian,Indian
clayton pizza and chicken house,Fast Food,Fast Food
mirash tandoori,Indian,Indian
deluxe fried chicken,Chicken,Chicken
broadway desserts,Desserts,Desserts
yummy's desserts,Desserts,Desserts
chicken and pizza time,Fast Food,Fast Food
fabs peri peri chicken and pizza,Fast Food,Fast Food
chicken george,Chicken,Chicken
dong fang garden,Chinese,Chinese
newsham pizzas and kebabs,Fast Food,Fast Food
wokist,Chinese,Chinese
pepe's ice cream and shake bar,Desserts,Desserts
pyramids pizza and kebabs,Fast Food,Fast Food
chunky chicken,Chicken,Chicken
chicken.com,Chicken,Chicken
the best kebab and pizza house,Fast Food,Fast Food
wok on flame,Chinese,Chinese
efes kebab and pizza house,Fast Food,Fast Food
marco polo milkshakes and desserts,Desserts,Desserts
raj doot,Indian,Indian
india's kitchen,Indian,Indian
methi indian takeaway,Indian,Indian
new york krispy fried chicken,Chicken,Chicken
papa's pizza and kebab,Fast Food,Fast Food
pgc chicken and pizza swindon,Fast Food,Fast Food
wellingborough kebab and pizza house,Fast Food,Fast Food
saray kebab and pizza,Fast Food,Fast Food
pop in candy,Desserts,Desserts
kens fried chicken,Chicken,Chicken
flamin chicken,Chicken,Chicken
lyndhurst kebab and pizza house,Fast Food,Fast Food
tong fried chicken,Chicken,Chicken
jasmine indian restaurant,Indian,Indian
istanbul grill,Kebab,Kebab
farri fried chicken,Chicken,Chicken
gourmet cafe and sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
surrey tandoori,Indian,Indian
gandhi indian takeaway,Indian,Indian
tasty plaice fish and chip shop,Fish & Chips,Fish & Chips
taibach pizza and kebab,Fast Food,Fast Food
rahmanias rice n spice,Indian,Indian
kings chicken,Chicken,Chicken
m and m kebab and pizza,Fast Food,Fast Food
munchies fried chicken and pizza,Fast Food,Fast Food
pizza and chicken zone,Fast Food,Fast Food
tj's piccadilly bbq kebabxxunk burger and pizzas,Fast Food,Fast Food
southend fried chicken,Chicken,Chicken
anglo fried chicken,Chicken,Chicken
delilicious desserts,Desserts,Desserts
chicken club,Chicken,Chicken
rj's chicken hut,Chicken,Chicken
nacton fried chicken,Chicken,Chicken
cream temptation,Desserts,Desserts
pizza plaza and kebab,Fast Food,Fast Food
panahar indian takeaway,Indian,Indian
mehran tandoori and asian sweet centre,Indian,Indian
flame kebab,Kebab,Kebab
chicken and pizza express,Fast Food,Fast Food
harry's plaice,Fish & Chips,Fish & Chips
village choice chicken and pizza,Fast Food,Fast Food
gurkha's spiceworld,Indian,Indian
peri peri chicken shaq,Chicken,Chicken
freddy's chicken n pizza,Fast Food,Fast Food
twins chinese hot pot restaurant,Chinese,Chinese
crusader kebab and pizza,Fast Food,Fast Food
imon tandoori,Indian,Indian
redcap chinese takeaway,Chinese,Chinese
fung yei,Chinese,Chinese
maeme's chicken,Chicken,Chicken
maxin chicken,Chicken,Chicken
chicken village,Chicken,Chicken
bosphorus kebab and pizza,Fast Food,Fast Food
rooster's chicken and grill,Chicken,Chicken
flames kebab and pizza,Fast Food,Fast Food
daisy's plaice,Fish & Chips,Fish & Chips
newent kebab and pizza house,Fast Food,Fast Food
istanbul kebab and pizza,Fast Food,Fast Food
usa fried chicken and pizzas,Fast Food,Fast Food
cha chas american style chicken and pizza,Fast Food,Fast Food
the ice cream hub,Desserts,Desserts
mezbaan indian restaurant,Indian,Indian
bosphorus kebab,Kebab,Kebab
must eat pizza and kebabs,Fast Food,Fast Food
sweet delights,Desserts,Desserts
chicken world,Chicken,Chicken
buttyfull cafe,Sand/Caf/Bake,Sand/Caf/Bake
star kebab and pizza,Fast Food,Fast Food
curry chef,Indian,Indian
mahdi tandoori,Indian,Indian
cakeologist,Desserts,Desserts
the brothers chicken and pizza,Fast Food,Fast Food
peri peri chicken and pizza,Fast Food,Fast Food
sheiks indian cuisine,Indian,Indian
samy chicken,Chicken,Chicken
chicken city and pizza,Fast Food,Fast Food
momma's pizza and kebab,Fast Food,Fast Food
nevada chicken,Chicken,Chicken
justchicken,Chicken,Chicken
rfc fried chicken and burgers,Fast Food,Fast Food
mad for chicken,Chicken,Chicken
best kebab,Kebab,Kebab
mr kebab,Kebab,Kebab
no. 39 kebab and pizza house,Fast Food,Fast Food
pfc - perfect fried chicken,Chicken,Chicken
the cake emporium,Desserts,Desserts
jodhpur indian kitchen,Indian,Indian
o' yes kebab and pizza house,Fast Food,Fast Food
chilli tandoori,Indian,Indian
city kebab,Kebab,Kebab
lahori,Indian,Indian
sizzling wok,Chinese,Chinese
dominic kebab and pizza,Fast Food,Fast Food
dessert island,Desserts,Desserts
scoop n smile,Desserts,Desserts
sweet retreat,Desserts,Desserts
amaya indian cuisine,Indian,Indian
manjaros desserts,Desserts,Desserts
lucky rainbow,Chinese,Chinese
the manzil tandoori,Indian,Indian
canaries pizza and kebab,Fast Food,Fast Food
sittingbourne kebab and pizza,Fast Food,Fast Food
tipsy chicken,Chicken,Chicken
top taste pizza and kebab,Fast Food,Fast Food
checo's desserts,Desserts,Desserts
new shang hai,Chinese,Chinese
xi yang yang,Chinese,Chinese
nimmi finest indian cuisine,Indian,Indian
dolce desserts - selly oak,Desserts,Desserts
indian ocean,Indian,Indian
gurkha square,Indian,Indian
rancho fried chicken and pizza,Fast Food,Fast Food
wei dao,Chinese,Chinese
the butty shack,Sand/Caf/Bake,Sand/Caf/Bake
ruby's indian cuisine,Indian,Indian
butterfly cafe,Sand/Caf/Bake,Sand/Caf/Bake
dock fried chicken,Chicken,Chicken
saffron indian restaurant (a5),Indian,Indian
leeds red hot noodle bar,Chinese,Chinese
delicious desserts,Desserts,Desserts
little dessert shop,Desserts,Desserts
boston peri peri chicken,Chicken,Chicken
entice desserts,Desserts,Desserts
perfect kebab pizza,Fast Food,Fast Food
morleys fried chicken - east molesey,Chicken,Chicken
master pizza and kebab,Fast Food,Fast Food
the dessertist,Desserts,Desserts
m and s fried chicken and pizza,Fast Food,Fast Food
tasty chicken,Chicken,Chicken
chilli chill indian,Indian,Indian
the gurkha @ woodcock inn,Indian,Indian
montana fried chicken and pizza,Fast Food,Fast Food
jashans bangladeshi-indian restaurant,Indian,Indian
the brunch shop,Sand/Caf/Bake,Sand/Caf/Bake
lucky buddha,Chinese,Chinese
thumbs up chinese cuisine,Chinese,Chinese
pfc kebab and pizza,Fast Food,Fast Food
soami's taste of india,Indian,Indian
mayflower indian restaurant,Indian,Indian
lahore karahi house,Indian,Indian
tandoori knights,Indian,Indian
pizza and kebab 38,Fast Food,Fast Food
finest desserts,Desserts,Desserts
express kebab and pizza,Fast Food,Fast Food
langwith fried chicken and pizza,Fast Food,Fast Food
the village pizza and kebab,Fast Food,Fast Food
delight dessert lounge,Desserts,Desserts
hello fried chicken and pizza,Fast Food,Fast Food
new kebab pizza and burger takeaway,Fast Food,Fast Food
kings kebab and pizza,Fast Food,Fast Food
frankies chicken and pizza,Fast Food,Fast Food
krunchy fried chicken and pizza,Fast Food,Fast Food
ice pan,Desserts,Desserts
retro sweet shop and milkshakes,Desserts,Desserts
pizza luciano,Pizza,Pizza
pop in pizza and kebab,Fast Food,Fast Food
punjabi by nature,Indian,Indian
magic kitchen chinese takeaway,Chinese,Chinese
yungs chop suey house,Chinese,Chinese
harleys ice cream parlour,Desserts,Desserts
christof's sandwich shop,Sand/Caf/Bake,Sand/Caf/Bake
kessingland pizza and kebab,Fast Food,Fast Food
cheeky chicken,Chicken,Chicken
red wok,Chinese,Chinese
mfc pizza and fried chicken,Fast Food,Fast Food
delicious pizza and kebabs,Fast Food,Fast Food
curry time,Indian,Indian
happy garden,Chinese,Chinese
tony's desserts,Desserts,Desserts
india chef,Indian,Indian
franco donner pizza and chicken,Fast Food,Fast Food
nawaab indian takeaway,Indian,Indian
shakes and bakes,Desserts,Desserts
soros bbq and kebab,Kebab,Kebab
the prachee indian restaurant,Indian,Indian
luscious dessert lounge,Desserts,Desserts
cambridge desserts,Desserts,Desserts
happy rice,Chinese,Chinese
indian deli,Indian,Indian
wingos,Chicken,Chicken
shakes flakes and cakes,Desserts,Desserts
baba's fast foodxxunk pizza and kebab,Fast Food,Fast Food
shakexxunk,Desserts,Desserts
afc fried chicken and pizza,Fast Food,Fast Food
mr kebab and pizza,Fast Food,Fast Food
new moon pizza and chicken,Fast Food,Fast Food
dils indian restaurant,Indian,Indian
boston fried chicken,Chicken,Chicken
red chilli indian,Indian,Indian
thorne fried chicken ( tfc ),Chicken,Chicken
eddy's chicken and pizza (new),Fast Food,Fast Food
emma's sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
bardon sandwich co,Sand/Caf/Bake,Sand/Caf/Bake
pfc,Chicken,Chicken
wellington kebab and pizza,Fast Food,Fast Food
pink garlic pizza and kebab,Fast Food,Fast Food
namaste johney gurkha,Indian,Indian
napoli pizza and kebab,Fast Food,Fast Food
chicken xpress,Chicken,Chicken
istanbul bbq house,Kebab,Kebab
tasty fried chicken and pizza,Fast Food,Fast Food
elm kebab and pizza,Fast Food,Fast Food
dessert city,Desserts,Desserts
zinger chicken,Chicken,Chicken
golden kebab and pizza,Fast Food,Fast Food
two sisters sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
ice munch,Desserts,Desserts
i love crispy chicken,Chicken,Chicken
foodies chicken and pizza,Fast Food,Fast Food
hong kong star,Chinese,Chinese
twist dessert lounge,Desserts,Desserts
rfc fried chicken and pizza,Fast Food,Fast Food
328 chinese online,Chinese,Chinese
miami chicken and pizza,Fast Food,Fast Food
bingol kebab and pizza,Fast Food,Fast Food
chicken shaq,Chicken,Chicken
extra pizza and kebab,Fast Food,Fast Food
gelato4u,Desserts,Desserts
karachi tandoori,Indian,Indian
crunchy fried chicken,Chicken,Chicken
wakefield pizza and kebab,Fast Food,Fast Food
top hot pizza and kebab,Fast Food,Fast Food
shish cos kebab and burger house,Fast Food,Fast Food
sana's chicken and pizza,Fast Food,Fast Food
roberto's pizza kebab and burger house,Fast Food,Fast Food
chicken squad,Chicken,Chicken
riot chicken,Chicken,Chicken
khwaja indian takeaway,Indian,Indian
top hot pizza and chicken,Fast Food,Fast Food
ldf chicken,Chicken,Chicken
kingston pizza and chicken,Fast Food,Fast Food
rainbow kebab pizza burgers,Fast Food,Fast Food
the candy man can,Desserts,Desserts
flavours dessert bar,Desserts,Desserts
jaipur indian restaurant,Indian,Indian
c n a's dessert factory,Desserts,Desserts
dominics pizza and kebab,Fast Food,Fast Food
flames kebabs and pizza,Fast Food,Fast Food
lick-n-chicken,Chicken,Chicken
village pizza and chicken,Fast Food,Fast Food
dessert express,Desserts,Desserts
bahar's kebab and burger bar,Fast Food,Fast Food
teddy's pizza and kebabs,Fast Food,Fast Food
chillies indian restaurant,Indian,Indian
dorking kebab,Kebab,Kebab
uk fried chicken and pizza,Fast Food,Fast Food
the gurkha,Indian,Indian
diamond street chicken and pizza,Fast Food,Fast Food
akash indian and bangladeshi cuisine,Indian,Indian
sweet steps,Desserts,Desserts
rassam's creamery,Desserts,Desserts
roma pizza and chicken,Fast Food,Fast Food
not just sandwiches,Sand/Caf/Bake,Sand/Caf/Bake
lucky house,Chinese,Chinese
sultan's pizzaxxunk fried chicken and kebabs,Fast Food,Fast Food
crazy chicken,Chicken,Chicken
orchid chinese take away,Chinese,Chinese
the chinese kitchen,Chinese,Chinese
chicken max,Chicken,Chicken
roosters chicken and pizza,Fast Food,Fast Food
farm pizza and kebab,Fast Food,Fast Food
gelato lounge,Desserts,Desserts
oregano pizza and kebab,Fast Food,Fast Food
5 star pizza and chicken,Fast Food,Fast Food
chicken and pizza 4u,Fast Food,Fast Food
river pizza and kebab,Fast Food,Fast Food
mario's plaice,Fish & Chips,Fish & Chips
neds noodle bar se1,Chinese,Chinese
chester's chicken and pizza,Fast Food,Fast Food
golden leaf chinese takeaway,Chinese,Chinese
county fried chicken and burgers,Fast Food,Fast Food
orient chicken and pizza,Fast Food,Fast Food
brownhills desserts,Desserts,Desserts
milano pizza and kebab,Fast Food,Fast Food
bijou - sandwich and coffee bar,Sand/Caf/Bake,Sand/Caf/Bake
toppolino chicken and pizza,Fast Food,Fast Food
pavilion indian,Indian,Indian
good year chinese food take away,Chinese,Chinese
bostons sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
indulge chicken and pizza,Fast Food,Fast Food
the china garden,Chinese,Chinese
sfc fried chicken,Chicken,Chicken
mozza pizza and kebab,Fast Food,Fast Food
chicken ranch,Chicken,Chicken
massawa chinese,Chinese,Chinese
orpington kebab and burger house,Fast Food,Fast Food
cube desserts,Desserts,Desserts
krunchy fried chicken,Chicken,Chicken
morley's fired chicken,Chicken,Chicken
new hong kong.,Chinese,Chinese
scoops gelato coffee and shakes,Desserts,Desserts
333 chinese takeaway1,Chinese,Chinese
318 sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
fab's chicken and pizza,Fast Food,Fast Food
munchies chicken and pizza,Fast Food,Fast Food
teddylicious express desserts,Desserts,Desserts
hong kong chef,Chinese,Chinese
dilshad tandoori,Indian,Indian
olivera chicken and pizza,Fast Food,Fast Food
pars pizza and kebab,Fast Food,Fast Food
yummies kebab,Kebab,Kebab
pizza perfection and kebab,Fast Food,Fast Food
number 1 pizza and kebab,Fast Food,Fast Food
man ho china city,Chinese,Chinese
wicked shakes n cakes,Desserts,Desserts
crollas gelateria,Desserts,Desserts
dessert circle,Desserts,Desserts
a4 pizza and kebab,Fast Food,Fast Food
efes pizza and kebab,Fast Food,Fast Food
dino's pizza and kebab,Fast Food,Fast Food
kong wah,Chinese,Chinese
canton eatxxunk,Chinese,Chinese
new beijing city,Chinese,Chinese
urban chicken and pizza,Fast Food,Fast Food
stoneleigh chicken and pizza,Fast Food,Fast Food
farmhouse pizza and chicken,Fast Food,Fast Food
sutton pizza and kebab,Fast Food,Fast Food
hoxton chicken n pizza,Fast Food,Fast Food
ace pizza and kebab,Fast Food,Fast Food
raka indian cuisine,Indian,Indian
katies chicken and pizza,Fast Food,Fast Food
stourbridge pizza and kebab,Fast Food,Fast Food
chicken hutt,Chicken,Chicken
flakes desserts,Desserts,Desserts
bassett pizza and chicken,Fast Food,Fast Food
chicken hub,Chicken,Chicken
china aroma,Chinese,Chinese
the empress of india,Indian,Indian
gurkha dine,Indian,Indian
d'chicken n pizza,Fast Food,Fast Food
blue sky pizza and kebab,Fast Food,Fast Food
olive 3 pizza and chicken,Fast Food,Fast Food
burgy's to go kebabs and pizzas,Fast Food,Fast Food
simply sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
uncle joes pizza and kebab,Fast Food,Fast Food
shakexxunk waffle n roll,Desserts,Desserts
king kebab and burger house,Fast Food,Fast Food
golden chicken and pizza,Fast Food,Fast Food
dine india,Indian,Indian
chicks chicken and pizza,Fast Food,Fast Food
love brownies,Desserts,Desserts
bodrum pizza and kebab,Fast Food,Fast Food
casper pizza and kebab,Fast Food,Fast Food
muri indian,Indian,Indian
39 desserts,Desserts,Desserts
dessert haven,Desserts,Desserts
mj's desserts,Desserts,Desserts
delicious pizza and kebab,Fast Food,Fast Food
the little sandwich shop,Sand/Caf/Bake,Sand/Caf/Bake
curry express,Indian,Indian
ayr india,Indian,Indian
i c desserts,Desserts,Desserts
romeo pizza and kebab,Fast Food,Fast Food
kebab garden fried chicken and pizza,Fast Food,Fast Food
dovecot chinese takeaway,Chinese,Chinese
j d's sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
domo pizza and chicken,Fast Food,Fast Food
badiani gelato,Desserts,Desserts
favourite chicken and pizza,Fast Food,Fast Food
house of gelato,Desserts,Desserts
m.i.s pizza and kebab,Fast Food,Fast Food
dessert republic,Desserts,Desserts
sweet munchies,Desserts,Desserts
uk pizza and kebab,Fast Food,Fast Food
dukes pizza and kebab,Fast Food,Fast Food
china fusion,Chinese,Chinese
essex spicy chicken and pizza,Fast Food,Fast Food
authentic chinese,Chinese,Chinese
dessert time,Desserts,Desserts
new rejent chinese takeaway,Chinese,Chinese
uk pizza and kebab,Fast Food,Fast Food
eddy's chicken and pizza,Fast Food,Fast Food
apr chicken and pizza,Fast Food,Fast Food
braw burgers and pizzas,Fast Food,Fast Food
far east chinese takeaway,Chinese,Chinese
zeddy's chicken and pizza,Fast Food,Fast Food
the marlin plaice,Fish & Chips,Fish & Chips
bei jing,Chinese,Chinese
shakes and cakes (thorne),Desserts,Desserts
delight kebab pizza burger,Fast Food,Fast Food
shikha indian,Indian,Indian
dreamz dessert,Desserts,Desserts
sweet life desserts,Desserts,Desserts
dessert 2 you,Desserts,Desserts
sweet box,Desserts,Desserts
divan khanah,Indian,Indian
curry base,Indian,Indian
china world,Chinese,Chinese
curry centre indian kitchen,Indian,Indian
boss pizza and kebab,Fast Food,Fast Food
canton element,Chinese,Chinese
t and t chinese,Chinese,Chinese
guiseley pizza and kebab,Fast Food,Fast Food
red sun chinese takeaway,Chinese,Chinese
caffe gelato,Desserts,Desserts
morley's chicken,Chicken,Chicken
chixy chicken and pizza,Fast Food,Fast Food
middleton chinese,Chinese,Chinese
loon fung chinese take away,Chinese,Chinese
ace's dessert lounge,Desserts,Desserts
dfc desserts,Desserts,Desserts
chunky chicken and pizza,Fast Food,Fast Food
new champagne chinese takeaway,Chinese,Chinese
kohinoor spice,Indian,Indian
dessert club,Desserts,Desserts
gelato's ice lounge,Desserts,Desserts
best pizza and kebab,Fast Food,Fast Food
chicago kebab and burgers,Fast Food,Fast Food
szs chicken and pizza,Fast Food,Fast Food
tenz chinese restaurant,Chinese,Chinese
hu nan chinese restaurant,Chinese,Chinese
goody's chicken and pizza,Fast Food,Fast Food
delhi nights indian restaurant,Indian,Indian
mr woon chinese takeaway,Chinese,Chinese
broadway sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
so good chinese cuisine takeaway,Chinese,Chinese
kams chicken and pizza,Fast Food,Fast Food
joe's plaice,Fish & Chips,Fish & Chips
miso noodle bar,Chinese,Chinese
marlos desserts,Desserts,Desserts
you thai,Chinese,Chinese
ades sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
savour chinese cuisine,Chinese,Chinese
sfc chicken and pizza,Fast Food,Fast Food
the raj spice,Indian,Indian
sugar rush - dessert delivery,Desserts,Desserts
cinnamon indian,Indian,Indian
tasty chinese takeaway,Chinese,Chinese
king chicken and pizza,Fast Food,Fast Food
star fried chickenxxunk pizza and kebab,Fast Food,Fast Food
chookys chicken and pizza,Fast Food,Fast Food
just mr kebab and chicken,Fast Food,Fast Food
uptown kebab and burgers,Fast Food,Fast Food
bamboo chinese takeaway,Chinese,Chinese
the dessert shop,Desserts,Desserts
sss chicken and pizza,Fast Food,Fast Food
stuart's sandwich shop,Sand/Caf/Bake,Sand/Caf/Bake
sensations gelato and dessert,Desserts,Desserts
super chinese kitchen,Chinese,Chinese
dfc chicken,Chicken,Chicken
dessert bank,Desserts,Desserts
